None	AALB	ACEP	AGAM	AMEL	BMOR	BTAB	BTER	CNAS	CSOL	DANA	DARI	DBIA	DBIP	DBUS	DELE	DERE	DEUG	DGRI	DGUA	DHYD	DKIK	DMEL	DMIR	DMOJ	DNAV	DNOV	DOBS	DPER	DPLE	DPSE	DRHO	DSER	DSIM	DSUZ	DTAK	DVIR	DWIL	DYAK	GMEL	HKAH	MPHA	MSAC	NVIT	OBIR	PPOL	PXUT	SLEB	TCAS	TRNI	DSEC
LOC108020750|XP_016944615.1|DSUZ	208.8	134.4	0	131.0	0	154.5	131.7	188.0	136.3	334.7	241.1	421.8	326.6	344.7	373.6	414.5	394.4	298.5	366.3	314.3	385.2	507.7	372.5	310.5	308.9	304.7	362.5	367.5	0	461.5	505.4	456.8	508.8	686.0	415.2	300.1	298.9	499.2	0	0	134.4	84.0	134.0	132.5	0	0	333.6	169.1	0	405.6
LOC108005129|XP_016923792.1|DSUZ	0	0	0	0	0	0	0	0	0	82.8	0	454.9	87.0	0	136.7	236.9	220.7	0	0	0	84.3	258.8	0	0	0	42.0	0	0	0	0	203.0	41.2	247.3	547.7	297.4	0	0	278.9	0	0	0	0	0	0	0	0	0	0	0	241.9
LOC108008740|XP_016928127.1|DSUZ	0	0	0	0	0	0	0	0	0	720.3	567.0	828.6	721.8	591.3	729.6	789.3	740.0	604.7	636.3	564.3	695.3	766.9	655.8	564.7	576.6	619.8	652.5	662.5	0	660.2	727.2	689.5	773.5	860.5	814.7	619.0	625.9	770.4	0	0	0	0	0	0	0	0	623.2	0	0	772.3
LOC108020438|XP_016944247.1|DSUZ	83.6	52.0	0	50.8	0	0	50.1	67.4	0	131.7	0	177.2	139.0	122.9	148.3	136.7	178.7	117.1	126.7	122.1	140.6	165.2	124.4	122.1	118.6	111.3	131.7	124.4	47.4	120.9	109.2	132.9	163.7	216.5	133.3	111.3	110.2	76.3	0	0	52.0	57.0	48.1	52.0	41.2	40.0	113.6	60.8	41.6	157.5
LOC108006323|XP_016925313.1|DSUZ	444.1	382.9	234.6	391.7	347.4	421.4	389.8	404.4	375.2	1318.9	1300.8	2049.2	285.3	1204.1	1839.7	1896.7	1914.0	1350.5	1468.0	1344.3	1576.6	1875.9	1476.1	1297.7	1303.5	1353.2	1500.3	1508.0	397.1	1502.3	1886.7	1538.1	1878.6	2181.8	1910.2	1358.6	1409.4	1511.1	411.0	413.7	386.3	309.3	377.5	380.2	417.5	417.9	1201.8	414.8	398.7	1875.1
LOC108020720|XP_016944578.1|DSUZ	235.0	234.2	239.2	231.1	228.8	216.1	233.4	234.2	231.9	287.0	273.9	288.5	287.0	281.6	285.8	284.6	288.5	274.6	282.7	273.9	278.1	287.0	281.6	273.9	273.9	273.9	282.7	281.6	218.0	281.6	288.5	260.8	287.0	288.5	288.5	273.9	281.2	287.0	236.9	232.3	234.2	170.6	232.3	237.3	231.1	145.05	279.3	232.3	233.0	287.0
LOC108013525|XP_016934910.1|DSUZ	422.1666666666667	394.8	459.5	407.9	412.5	398.3	398.3	0	400.6	891.0	808.5	961.4	896.0	765.4	956.4	918.7	957.6	814.3	861.3	813.1	920.2	919.5	842.8	807.7	805.8	821.2	848.2	844.0	424.29999999999995	843.2	953.0	913.3	916.4	989.9	969.1	820.8	822.8	929.9	392.1	400.6	390.6	0	414.5	385.6	430.6	416.0	805.4	0	0	916.4
LOC108019816|XP_016943319.1|DSUZ	82.87999999999998	202.6	201.4	185.3	232.3	71.7	181.8	110.51666666666667	171.0	520.4	397.1	617.1	501.5	362.8	570.1	541.6	559.3	415.2	469.9	388.3	273.5	580.9	464.54999999999995	399.8	391.0	401.4	468.8	472.2	195.7	475.3	551.2	503.8	570.9	676.0	621.3	403.3	374.8	561.6	239.6	89.45	123.65	120.15	182.2	100.13333333333333	244.6	236.5	396.4	173.7	200.9	577.8
LOC108014992|XP_016936703.1|DSUZ	283.9	222.2	263.8	218.4	224.2	236.5	213.4	271.2	237.3	441.0	403.7	446.4	442.2	383.6	444.9	417.5	443.4	414.8	453.8	407.5	429.9	408.7	463.8	403.3	402.1	400.6	457.6	463.8	231.5	438.7	443.0	320.25	411.8	478.0	448.7	400.6	392.1	415.2	242.7	237.3	218.0	181.4	236.9	229.9	241.1	241.5	407.9	231.5	238.0	411.8
LOC108014779|XP_016936461.1|DSUZ	118.8	111.3	104.8	109.8	96.3	107.8	109.8	101.9	109.4	273.1	239.6	370.2	307.4	231.5	278.9	325.1	371.7	203.85	287.3	246.1	313.9	329.3	266.2	240.0	242.7	264.2	279.3	275.4	97.4	273.5	308.9	307.0	335.5	407.9	374.4	256.1	239.6	337.8	94.4	101.3	112.8	97.8	105.5	88.93333333333334	89.7	94.0	236.1	99.4	0	336.7
LOC108005970|XP_016924895.1|DSUZ	67.4	50.8	67.4	0	0	66.2	0	0	0	275.8	166.4	459.1	284.3	129.8	334.3	320.9	354.8	144.8	250.8	166.0	276.2	337.0	265.0	168.7	169.9	156.0	255.8	253.4	0	237.3	328.2	283.9	350.5	581.6	403.3	159.5	178.3	348.2	0	0	0	43.9	42.7	47.0	0	0	143.7	0	0	340.1
LOC108008890|XP_016928283.1|DSUZ	52.8	0	56.2	0	0	0	0	0	0	98.2	0	273.9	100.5	0	156.4	184.1	180.3	0	104.4	0	136.0	189.1	80.65	0	0	0	95.5	102.4	0	102.4	171.8	127.9	184.5	314.7	240.0	0	0	195.7	0	0	0	0	0	0	48.9	0	0	0	0	182.6
LOC108005216|XP_016923894.1|DSUZ	62.4	52.4	50.4	47.8	0	0	45.1	60.8	0	330.9	260.4	352.1	323.9	253.1	342.8	398.7	330.1	265.4	270.8	254.2	372.1	370.5	312.4	286.6	246.1	291.6	308.1	312.4	41.6	314.3	351.7	306.6	359.0	458.8	399.8	287.3	202.2	382.1	47.0	0	57.0	0	0	50.8	0	0	0	0	0	358.6
LOC108010243|XP_016930584.1|DSUZ	257.3	146.7	261.2	151.4	107.5	186.4	152.5	276.6	152.1	400.6	369.8	409.8	401.4	367.5	406.8	396.0	404.1	350.5	383.6	375.6	391.0	399.1	390.95000000000005	369.4	372.9	376.3	389.8	388.3	106.3	390.6	403.7	389.0	399.8	411.0	407.5	376.3	374.8	396.0	107.1	105.9	149.1	162.5	151.4	141.4	100.9	108.2	379.8	236.1	107.5	391.3
LOC108013068|XP_016934175.1|DSUZ	277.3	233.0	271.6	210.7	233.0	224.6	210.7	286.275	236.5	498.0	401.0	514.6	278.9	387.9	215.33333333333334	520.4	518.1	375.6	443.4	393.3	278.85	518.1	448.0	401.0	397.9	394.4	190.9	449.5	246.1	447.6	520.0	491.5	520.4	533.5	273.65	402.5	424.1	515.8	103.2	244.6	232.3	225.3	139.45	218.8	246.1	241.5	375.2	247.3	236.1	515.8
LOC108007570|XP_016926751.1|DSUZ	0	0	0	0	0	0	0	0	0	163.3	0	247.7	161.8	125.2	206.5	204.9	213.8	132.9	134.0	138.7	161.0	182.2	127.9	132.5	128.3	137.9	133.3	134.4	0	133.7	212.6	158.7	177.6	258.8	228.4	139.4	127.9	182.2	0	0	0	0	0	0	0	0	138.3	0	0	173.3
LOC108007379|XP_016926526.1|DSUZ	247.85	237.7	248.8	250.4	259.6	204.1	248.8	236.5	242.3	308.5	297.7	333.2	303.9	293.1	327.8	328.9	335.5	288.1	306.6	293.9	315.8	332.8	306.6	297.7	298.5	300.4	308.1	306.6	253.4	306.6	329.7	313.2	330.9	349.4	325.1	300.8	299.3	328.2	255.4	252.7	240.4	200.3	252.7	237.7	255.0	255.4	266.95	223.8	261.2	328.9
LOC108009357|XP_016929146.1|DSUZ	0	0	42.75	0	0	0	0	0	0	0	0	953.0	810.8	623.6	901.0	904.0	898.7	648.7	0	0	890.6	896.0	693.7	0	0	616.7	679.5	0	0	0	895.2	867.1	831.6	1058.9	933.3	0	0	905.2	0	0	0	0	0	0	0	0	607.4	0	0	906.7
LOC108020427|XP_016944228.1|DSUZ	408.3	383.3	386.3	383.6	373.6	338.4	383.6	393.25	378.3	503.4	499.2	474.2	503.4	0	506.5	505.0	506.5	493.8	501.5	499.2	496.0	505.0	501.5	499.2	499.2	500.7	497.7	501.5	379.0	501.5	505.0	501.5	504.6	508.1	506.5	500.7	498.0	503.8	372.5	374.0	384.0	368.2	384.0	381.7	375.9	210.56666666666663	501.5	393.3	375.2	504.6
LOC108011143|XP_016931716.1|DSUZ	270.95	43.5	203.4	58.2	74.3	0	52.0	233.4	47.4	860.1	645.6	1172.9	867.5	714.5	888.3	1097.4	1087.0	651.0	680.2	643.3	778.5	1070.5	636.0	644.8	536.2	659.4	630.6	611.3	72.8	623.6	1087.4	806.4000000000001	1098.2	1317.0	1132.9	638.3	648.3	1090.9	87.4	77.4	48.5	0	47.4	40.4	74.7	86.3	679.9	82.8	56.4	1119.0
LOC108015712|XP_016937737.1|DSUZ	0	0	0	0	0	0	0	0	0	193.7	0	300.1	181.0	59.7	201.8	197.6	228.8	82.4	184.1	80.9	268.5	245.7	208.8	71.6	0	70.1	187.75	194.9	0	199.1	220.7	196.8	238.8	460.3	300.4	67.8	149.8	236.9	0	0	0	0	0	0	0	0	86.7	0	0	240.4
LOC108019159|XP_016942399.1|DSUZ	478.40000000000003	343.4	455.5	333.75	556.6	322.95	336.85	1002.7	280.95	1880.5	1442.2	2268.4	1892.9	1626.3	1888.6	2269.6	2193.7	1595.9	1655.6	1448.7	1865.9	2247.6	1612.4	1435.2	1424.8	1713.0	1679.1	1576.6	554.7	1696.4	1869.4	1594.35	2237.6	2623.2	2075.4	1677.5	1482.2	2261.1	295.59999999999997	578.6	345.15	301.75	329.5	322.8	453.0	562.8	1519.2	325.9	506.9	2238.4
LOC108014578|XP_016936222.1|DSUZ	80.9	49.7	64.3	67.0	0	0	75.5	55.5	65.5	444.5	303.9	651.0	459.1	322.8	570.5	548.1	576.6	288.5	408.3	323.2	467.6	563.1	431.8	304.3	303.5	325.1	420.6	431.0	0	433.3	513.8	483.0	569.3	695.3	589.3	328.6	322.4	570.9	0	0	46.6	0	73.2	60.8	58.5	0	249.2	48.5	0	568.5
LOC108008143|XP_016927421.1|DSUZ	156.6	169.9	177.9	170.2	144.8	130.6	171.4	164.5	171.4	377.9	174.5	488.4	384.8	298.9	427.2	444.1	468.8	322.4	364.4	343.2	407.1	447.2	342.6	334.3	170.65	332.8	306.8	350.5	146.7	344.0	449.5	400.2	385.2	527.3	232.05	337.4	329.7	450.3	148.7	149.4	88.35	148.7	171.0	169.9	150.6	0	321.6	0	144.8	455.3
LOC108019981|XP_016943555.1|DSUZ	0	0	0	0	0	0	0	0	0	563.1	301.2	1073.5	494.6	190.05	890.6	650.6	771.5	305.1	523.5	316.2	422.5	823.5	565.1	300.4	295.4	357.5	469.5	544.3	0	599.4	825.9	523.5	823.2	1916.0	916.0	331.3	345.1	822.0	0	0	0	0	0	0	0	0	283.9	0	0	829.3
LOC108009491|XP_016929371.1|DSUZ	0	402.5	485.7	389.8	412.9	321.6	409.8	611.3	410.6	1449.5	1295.0	1565.1	1457.6	1092.0	1538.9	1565.4	1524.6	1300.8	1179.5	1225.3	1436.4	1568.9	1167.35	1300.0	1188.3	1258.4	1173.7	1175.2	425.6	1179.9	1541.2	1453.7	1573.1	1663.7	1568.1	1263.1	1333.9	1556.6	381.3	430.3	418.3	228.4	407.1	386.7	379.8	379.8	1173.3	444.9	414.8	1562.0
LOC108012915|XP_016933926.1|DSUZ	89.7	52.8	109.8	51.6	57.4	61.6	53.5	0	0	417.5	359.0	605.5	444.5	325.5	542.7	555.1	568.9	347.8	396.0	362.1	471.9	560.1	430.6	359.4	363.6	370.2	419.5	434.9	67.4	432.6	541.2	479.9	546.6	707.2	589.3	367.5	315.1	548.5	58.5	65.9	55.5	0	0	50.4	0	0	327.8	0	0	532.3
LOC108011593|XP_016932250.1|DSUZ	140.2	129.8	157.1	138.3	104.8	147.1	141.0	131.7	131.0	260.8	230.7	300.8	254.6	223.8	270.0	280.4	184.7	223.8	245.4	231.1	283.1	280.4	239.6	230.7	227.6	224.2	238.4	239.6	110.9	0	258.1	265.4	278.1	577.0	283.9	227.3	238.0	283.1	112.8	105.5	90.7	148.3	125.9	125.9	99.0	100.5	218.4	129.8	114.4	278.1
LOC108018832|XP_016941907.1|DSUZ	0	0	0	0	0	0	0	0	0	135.2	0	242.7	135.2	0	187.6	211.8	209.9	85.1	117.1	81.6	183.3	214.9	120.9	82.0	80.5	85.9	92.8	118.6	0	118.2	196.85	127.5	154.5	281.6	214.2	85.9	97.1	208.55	0	0	0	0	0	0	0	0	81.6	0	0	205.3
LOC108010191|XP_016930527.1|DSUZ	0	0	0	0	0	0	0	0	0	83.2	0	430.3	74.3	0	155.2	250.4	231.9	0	0	0	41.6	177.2	0	0	0	0	0	0	0	0	222.45	0	120.6	583.9	305.8	0	0	264.6	0	0	0	0	0	0	0	0	0	0	0	136.7
LOC108015671|XP_016937670.1|DSUZ	0	0	42.4	0	0	0	0	0	0	184.5	126.7	199.9	181.4	105.1	193.4	180.6	197.6	120.6	162.9	123.6	186.4	182.2	171.0	127.9	126.3	133.7	162.9	171.0	0	171.4	191.8	183.7	184.9	204.5	201.1	136.0	136.7	189.1	39.3	0	0	0	0	0	0	0	127.1	0	40.4	184.9
LOC108019074|XP_016942216.1|DSUZ	57.4	58.5	0	53.9	0	0	55.5	0	0	167.2	0	295.4	172.2	156.4	237.3	235.0	237.3	152.9	179.1	146.7	214.5	218.4	180.6	149.1	0	162.5	177.6	169.71818181818188	60.5	171.4	234.6	183.7	213.75	310.8	268.5	160.2	188.0	237.7	62.0	62.4	0	58.5	57.8	0	48.5	49.7	144.4	73.2	0	212.6
LOC108021063|XP_016945060.1|DSUZ	222.6	132.9	231.9	110.9	144.8	141.4	133.3	248.1	0	569.7	458.0	728.4	576.6	424.9	704.5	656.4	677.6	472.6	577.8	443.4	639.4	670.6	614.0	461.1	453.8	488.4	476.0999999999999	603.2	120.2	602.8	697.2	627.85	670.2	803.5	725.3	487.6	475.3	634.8	131.7	119.0	132.9	139.0	0	133.7	127.1	126.3	472.2	142.5	91.3	666.4
LOC108007496|XP_016926668.1|DSUZ	0	0	0	0	0	0	0	0	0	85.1	0	188.7	91.7	42.7	98.6	127.5	117.9	44.3	0	0	75.5	124.8	0	0	39.3	0	0	0	0	0	107.96666666666665	76.3	124.8	192.6	124.0	0	49.3	124.4	0	0	0	0	0	0	0	0	0	0	0	124.8
LOC108013170|XP_016934355.1|DSUZ	0	0	0	0	0	0	0	0	0	82.4	0	188.0	75.9	0	130.6	137.9	114.4	0	0	0	99.4	121.7	48.9	0	0	0	0	50.8	0	52.4	143.7	93.2	124.0	212.2	147.9	0	0	126.3	0	0	0	0	0	0	0	0	0	0	0	124.0
LOC108016992|XP_016939429.1|DSUZ	0	0	0	0	0	0	0	0	0	271.6	175.6	322.0	268.9	165.6	310.8	313.5	319.7	200.7	205.7	205.7	276.2	295.0	237.7	197.6	198.7	200.3	194.5	199.5	0	242.3	297.4	266.2	306.6	377.1	253.4	186.0	196.1	313.5	0	0	0	0	0	0	0	0	214.9	0	0	313.9
LOC108012162|XP_016932945.1|DSUZ	0	0	0	0	0	0	0	0	0	411.75	350.9	602.4	517.3	350.9	502.7	583.6	605.9	319.3	477.2	366.3	514.6	580.5	334.0	355.9	355.5	362.5	473.0	366.3	0	328.9	594.0	512.7	592.8	639.8	603.6	352.1	422.9	595.9	0	0	0	0	0	0	0	0	365.2	0	0	595.1
LOC108008339|XP_016927657.1|DSUZ	482.76666666666665	403.3	0	411.0	148.7	370.5	402.5	480.3	402.5	1442.2	1151.3	1585.1	1432.9	1127.5	1538.1	1516.1	1539.2	1088.6	1349.3	1148.7	1008.25	1510.0	1360.9	1150.2	1145.6	1166.0	1363.2	1359.0	160.39999999999998	1354.3	1521.5	1448.3	1516.5	1638.2	1539.2	1170.2	1179.1	1528.1	69.3	158.7	395.2	315.5	403.3	380.2	167.5	165.6	1168.3	441.0	191.4	1513.4
LOC108015456|XP_016937377.1|DSUZ	125.2	61.6	112.8	69.7	79.3	64.9	65.5	123.6	57.0	870.5	703.4	1070.8	865.9	688.0	1020.8	1027.3	1033.5	549.85	767.7	410.45	939.5	1032.3	786.9	413.5	410.6	401.4	761.1	784.3	64.5	782.7	1022.7	933.3	1053.1	1310.8	1057.4	695.3	411.40000000000003	982.6	82.05	53.75	66.2	50.849999999999994	59.699999999999996	68.2	60.1	67.0	385.75	62.2	75.5	1026.2
LOC108011224|XP_016931814.1|DSUZ	0	0	0	0	0	0	0	0	0	94.4	0	208.4	82.0	50.8	201.1	198.0	182.2	43.5	75.9	0	110.5	194.1	56.2	0	0	0	67.8	53.9	0	65.1	191.0	95.5	183.0	251.9	206.1	0	0	190.7	0	0	0	0	0	0	0	0	43.9	0	0	183.7
LOC108005855|XP_016924721.1|DSUZ	0	0	0	0	0	0	0	0	0	262.7	148.3	446.8	257.7	110.2	367.9	344.0	350.5	66.6	0	146.7	284.3	357.5	176.0	146.7	148.7	139.0	165.6	188.0	0	171.0	352.8	284.6	354.0	496.5	394.0	138.7	0	335.1	0	0	0	0	0	0	0	0	158.7	0	0	348.2
LOC108009143|XP_016928736.1|DSUZ	0	0	0	0	0	0	0	0	0	366.3	324.3	436.8	402.5	313.2	327.4	366.7	445.3	280.8	365.9	272.3	402.9	317.4	387.65	322.0	333.6	242.3	317.0	371.3	0	369.4	345.9	402.9	327.4	533.1	402.1	275.4	265.8	380.2	0	0	0	0	0	0	0	0	318.9	0	0	327.4
LOC108013504|XP_016934879.1|DSUZ	0	0	0	0	0	0	0	0	0	127.5	0	214.5	150.6	0	203.0	164.1	211.5	130.6	119.4	79.3	100.9	188.7	144.4	83.2	84.7	111.3	139.8	124.4	0	122.9	179.1	127.9	172.2	256.9	200.7	125.2	68.2	180.3	0	0	0	0	0	0	0	0	95.1	0	0	181.4
LOC108009881|XP_016930076.1|DSUZ	122.9	111.7	98.2	100.1	125.6	81.6	84.0	96.3	105.9	295.0	154.5	338.6	288.1	207.6	179.5	271.2	326.6	110.9	204.9	187.2	236.9	230.7	200.9	163.7	160.2	224.2	207.6	209.1	136.7	201.4	169.36666666666667	262.3	233.0	379.0	200.7	213.55	145.17499999999998	240.4	128.3	123.2	121.7	68.9	105.9	117.9	123.6	118.6	238.8	104.4	122.1	205.7
LOC108006964|XP_016926059.1|DSUZ	191.8	44.7	180.6	132.1	152.5	122.9	121.3	133.3	122.1	327.45	483.0	581.3	532.3	354.95	566.6	561.6	561.6	322.5333333333333	497.7	307.55	548.9	573.2	477.2	346.25	338.15	364.0	499.6	477.2	153.7	477.2	570.1	555.4	572.8	622.5	585.1	372.1	488.4	572.4	143.7	154.1	86.3	117.5	110.9	85.5	147.9	124.8	455.5	152.1	147.5	574.7
LOC108012933|XP_016933957.1|DSUZ	79.9	0	70.5	0	0	0	0	0	0	254.6	112.5	295.4	241.1	150.6	239.6	263.5	271.9	161.8	219.2	147.9	248.4	261.5	233.4	158.7	140.2	165.2	208.4	231.5	0	231.5	255.4	220.7	256.9	402.5	284.6	172.6	208.4	248.8	0	0	0	0	0	0	0	0	191.8	0	0	254.6
LOC108019686|XP_016943066.1|DSUZ	0	0	0	0	0	0	0	0	0	74.3	0	138.3	59.7	0	80.1	164.9	166.0	0	49.7	0	0	161.4	52.4	0	0	0	43.5	51.6	0	52.8	140.2	0	160.6	220.3	141.7	0	49.3	167.2	0	0	0	0	0	0	0	0	0	0	0	160.6
LOC108016674|XP_016938881.1|DSUZ	82.0	64.7	77.8	78.2	82.8	0	78.6	70.9	57.8	172.9	164.9	185.3	173.3	155.2	184.9	179.9	184.5	166.0	141.4	161.4	149.8	174.5	134.0	164.5	162.9	166.4	139.4	135.2	89.0	136.3	181.0	152.9	176.4	194.5	182.6	164.9	145.2	182.6	87.0	0	62.8	0	0	59.3	80.9	79.7	145.2	0	82.4	176.4
LOC108009507|XP_016929411.1|DSUZ	0	0	0	0	0	0	0	0	0	157.1	70.5	274.2	78.2	60.8	201.1	230.7	191.8	49.3	86.3	67.4	121.3	205.7	81.05199999999999	0	60.1	55.8	107.8	90.1	0	92.4	193.35000000000002	109.4	206.1	408.3	241.5	58.9	100.9	218.0	0	0	0	0	0	0	0	0	79.0	0	0	219.2
LOC108008091|XP_016927373.1|DSUZ	138.3	0	132.5	0	0	99.4	0	134.4	54.3	435.6	169.5	537.0	433.0	287.7	496.9	455.3	491.9	348.6	359.8	310.8	374.0	476.5	375.2	298.9	298.1	0	362.8	373.6	0	360.5	323.2	397.1	480.3	554.3	500.7	321.2	362.8	478.0	0	0	0	0	97.1	0	0	0	321.6	109.8	0	479.2
LOC108009080|XP_016928621.1|DSUZ	276.2	258.1	287.3	257.7	271.9	264.6	258.8	297.0	262.3	391.0	276.2	404.1	389.8	365.9	400.6	401.0	399.4	367.1	382.1	370.2	392.5	398.3	370.0333333333333	365.9	365.9	372.1	382.1	377.9	159.45000000000002	377.9	399.4	393.3	398.3	404.1	400.2	371.7	373.6	401.0	274.2	158.29999999999998	257.3	227.45	269.2	250.8	271.2	272.3	375.9	271.6	160.8	398.3
LOC108015619|XP_016937598.1|DSUZ	0	0	0	0	0	0	0	0	0	148.7	105.1	204.1	140.6	87.8	189.5	164.1	169.1	111.7	96.7	99.4	158.7	163.3	137.9	97.8	100.5	120.2	132.5	139.0	0	139.4	192.6	152.1	168.3	240.7	184.9	120.6	103.6	171.0	0	0	0	0	0	0	0	0	82.8	0	0	166.8
LOC108010092|XP_016930400.1|DSUZ	0	0	0	0	0	0	0	0	0	158.3	85.1	242.3	153.7	0	198.35000000000002	183.7	188.7	71.6	126.7	84.3	166.0	177.6	119.4	82.4	78.6	85.1	149.4	146.7	0	145.6	197.6	153.7	182.2	292.4	222.6	87.85	107.5	171.8	0	0	0	0	0	0	0	0	94.7	0	0	184.9
LOC108010189|XP_016930521.1|DSUZ	236.0	195.7	240.0	199.1	217.6	209.5	206.8	266.2	68.6	551.6	451.8	599.4	553.1	439.5	576.2	582.0	579.7	456.8	523.9	462.6	575.9	582.4	518.65	450.7	451.8	462.6	518.5	521.2	229.6	526.6	576.2	574.7	581.3	613.2	584.7	461.5	472.6	578.9	208.0	211.5	221.1	194.5	194.9	203.8	214.9	225.7	430.3	233.0	227.3	580.1
LOC108019221|XP_016942506.1|DSUZ	0	318.9	308.1	304.7	232.3	219.5	307.8	313.2	309.3	779.6	557.4	863.2	770.0	558.9	825.5	845.1	812.8	509.6	520.0	555.1	748.8	829.7	520.4	553.9	557.0	558.1	521.2	521.5	230.7	520.8	859.0	772.3	832.4	968.4	865.1	569.7	524.2	855.9	204.9	220.3	313.2	234.6	295.0	311.6	225.7	221.1	568.2	300.4	216.5	830.5
LOC108006103|XP_016925036.1|DSUZ	0	0	0	0	0	0	0	0	0	291.6	0	390.6	291.6	0	308.9	328.2	369.8	0	267.3	0	345.1	351.3	283.1	0	0	0	231.9	284.3	0	283.5	361.3	335.1	344.4	468.4	384.4	0	253.8	346.7	0	0	0	0	0	0	0	0	186.0	0	0	346.3
LOC108016364|XP_016938487.1|DSUZ	617.8	280.8	614.4	320.5	351.7	0	339.3	531.2	302.8	1526.1	1371.7	1605.1	1114.75	1359.0	1553.1	1557.7	1560.8	1369.8	1357.0	1380.9	1507.3	1535.8	1345.5	1368.6	1368.6	1391.3	1372.8	1335.9	308.1	1335.1	1545.4	1503.0	1550.0	1644.0	1592.8	1387.1	1389.8	1528.5	334.7	345.5	295.8	0	341.3	323.2	124.2	298.1	1363.6	342.8	307.73333333333335	1548.1
LOC108018161|XP_016941140.1|DSUZ	294.7	217.6	147.5	213.0	240.0	131.3	214.5	271.6	161.8	618.6	556.2	668.3	616.7	542.7	646.0	648.7	629.4	511.9	483.4	557.4	554.3	588.6	521.5	556.6	553.9	285.25	568.5	498.0	245.7	449.1	656.4	560.1	643.7	702.6	649.8	560.1	557.8	656.8	244.6	244.6	216.5	141.4	172.9	184.9	248.1	245.7	557.4	144.8	244.6	643.7
LOC108019187|XP_016942447.1|DSUZ	1054.85	898.7	1042.3	951.0	793.5	958.4	941.8	1005.7	870.9	1364.7	1292.7	1387.1	989.0	1299.6	882.7333333333332	1413.3	948.75	1290.8	1325.8	1289.6	1002.65	1403.3	1318.1	1292.7	1290.8	1297.0	980.15	1318.1	675.8	1318.1	792.3499999999999	1385.9	1411.4	1445.3	1379.8	1296.6	1314.3	1415.6	741.3	943.3	921.8	920.2	901.0	925.6	690.85	784.6500000000001	1298.5	988.0	783.1999999999999	1411.4
LOC108008586|XP_016927953.1|DSUZ	309.65	235.0	248.45	265.0	231.1	229.2	268.5	270.8	271.9	447.6	405.2	383.04999999999995	389.0	415.2	368.25	373.6	360.54999999999995	368.04999999999995	427.9	418.3	389.4	376.7	421.0	407.9	410.6	394.8	431.0	422.5	221.1	418.7	361.29999999999995	385.2	378.3	515.8	382.9	404.4	340.1	345.7	250.8	236.1	261.9	196.1	240.7	216.9	247.7	252.7	404.4	281.6	103.75	376.29999999999995
LOC108013738|XP_016935178.1|DSUZ	179.675	169.1	199.1	176.0	173.3	115.35	177.6	183.0	166.4	403.7	353.2	535.8	417.5	350.5	471.1	511.9	508.8	302.35	350.5	352.4	425.6	512.7	355.5	351.3	349.7	351.3	356.7	360.9	173.3	361.3	506.5	422.9	501.1	550.1	498.8	349.7	379.0	523.9	183.3	177.2	177.2	162.0	180.6	181.8	187.2	126.73333333333333	375.6	179.5	177.2	501.1
LOC108015624|XP_016937605.1|DSUZ	0	0	0	0	0	0	0	0	0	362.1	189.1	654.4	362.8	253.8	514.6	496.9	522.7	305.8	349.0	312.8	386.7	521.2	352.4	322.4	322.8	318.2	337.0	352.1	0	358.6	484.2	388.7	515.4	744.2	627.5	283.1	300.8	488.8	0	0	0	0	0	0	0	0	287.7	0	0	513.8
LOC108012654|XP_016933570.1|DSUZ	0	0	0	0	0	0	0	0	0	808.9	675.2	948.3	801.6	574.7	904.8	904.4	923.7	531.75	780.8	668.7	840.1	910.2	770.4	669.8	674.5	689.5	778.1	771.5	0	771.9	496.29999999999995	840.1	905.6	978.0	929.5	690.6	711.8	908.7	0	0	0	0	0	0	0	0	590.1	0	0	899.0
LOC108009095|XP_016928648.1|DSUZ	1604.75	1408.3	1493.0	1411.7	1362.8	1518.4	1392.5	1373.6	1413.3	2138.2	1978.8	2177.5	2190.6	2001.9	2171.7	2140.5	2206.8	1984.5	1948.7	1987.2	2102.0	2128.2	2036.55	1979.5	1978.0	2010.7	2052.3	2051.6	1376.7	2051.6	2236.5	2149.8	2111.3	2389.4	2165.6	2004.2	2066.6	2144.8	1218.0	1311.6	1406.3	1452.2	1436.8	1425.2	1055.8	1336.6	2030.8	1490.3	1366.3	2114.0
LOC108007897|XP_016927155.1|DSUZ	0	0	0	0	0	0	0	0	0	341.7	226.1	750.7	307.4	290.4	548.5	552.7	593.6	285.0	339.0	307.0	432.2	521.5	259.14285714285717	229.6	231.5	320.9	372.5	360.5	0	360.9	553.1	446.4	510.8	857.8	616.7	315.5	273.5	557.8	0	0	0	0	0	0	0	0	285.8	0	0	513.8
LOC108010029|XP_016930317.1|DSUZ	72.4	0	47.4	0	0	0	0	80.1	0	677.2	551.2	825.9	675.2	523.5	761.1	765.4	770.4	581.3	719.2	586.6	731.5	750.0	694.7	552.0	526.6	587.8	714.5	697.6	0	701.8	764.2	727.6	755.0	850.5	798.1	570.9	509.6	746.1	0	45.1	0	0	0	0	42.4	45.1	543.1	0	0	752.3
